Issue Type,Issue key,Issue id,Summary,Assignee,Reporter,Priority,Status,Resolution,Created,Updated,Due Date
Bug,SPARK-30065,13271120,Unable to drop na with duplicate columns,imback82,imback82,Major,Resolved,Fixed,28/Nov/19 00:29,08/Jun/20 16:14,
Bug,SPARK-31903,13309293,toPandas with Arrow enabled doesn't show metrics in Query UI.,ueshin,ueshin,Major,Resolved,Fixed,03/Jun/20 23:46,06/Jun/20 07:51,
Bug,SPARK-31904,13309371,Char and varchar partition columns throw MetaException,cltlfcjin,cltlfcjin,Major,Resolved,Fixed,04/Jun/20 07:27,05/Jun/20 22:36,
Bug,SPARK-31563,13300946,Failure of InSet.sql for UTF8String collection,maxgekk,maxgekk,Major,Resolved,Fixed,25/Apr/20 09:59,05/Jun/20 19:50,
Bug,SPARK-31553,13300785,Wrong result of isInCollection for large collections,maxgekk,maxgekk,Major,Resolved,Fixed,24/Apr/20 11:34,05/Jun/20 19:50,
Bug,SPARK-31489,13299511,Failure on pushing down filters with java.time.LocalDate values in ORC,maxgekk,maxgekk,Major,Resolved,Fixed,19/Apr/20 17:46,05/Jun/20 19:49,
Bug,SPARK-29920,13268634,Parsing failure on interval '20 15' day to hour,maxgekk,maxgekk,Major,Resolved,Fixed,15/Nov/19 17:32,05/Jun/20 19:44,
Bug,SPARK-31861,13308132,Thriftserver collecting timestamp not using spark.sql.session.timeZone,juliuszsompolski,juliuszsompolski,Major,Resolved,Fixed,28/May/20 19:08,05/Jun/20 09:13,
Bug,SPARK-30808,13285030,Thrift server returns wrong timestamps/dates strings before 1582,maxgekk,maxgekk,Minor,Resolved,Cannot Reproduce,13/Feb/20 09:15,05/Jun/20 06:41,
Bug,SPARK-31868,13308275,Wrong results for week-based-year ,,Qin Yao,Blocker,Resolved,Won't Fix,29/May/20 08:42,04/Jun/20 04:34,
Bug,SPARK-31886,13308703,Fix the wrong coloring of nodes in DAG-viz,sarutak,sarutak,Minor,Resolved,Fixed,01/Jun/20 11:07,03/Jun/20 08:17,
Bug,SPARK-31895,13309074,"df.explain(""mode"") should work in PySpark side as well for consistency",hyukjin.kwon,hyukjin.kwon,Major,Resolved,Fixed,03/Jun/20 01:01,03/Jun/20 03:07,
Bug,SPARK-31888,13308770,Support `java.time.Instant` in Parquet filter pushdown,maxgekk,maxgekk,Major,Resolved,Fixed,01/Jun/20 17:23,02/Jun/20 12:23,
Bug,SPARK-29137,13257281,Flaky test: pyspark.mllib.tests.test_streaming_algorithms.StreamingLinearRegressionWithTests.test_train_prediction,hyukjin.kwon,kabhwan,Major,Resolved,Fixed,18/Sep/19 05:41,02/Jun/20 05:04,
Bug,SPARK-31870,13308478,"AdaptiveQueryExecSuite: ""Do not optimize skew join if introduce additional shuffle"" test has no skew join",mauzhang,mauzhang,Minor,Resolved,Fixed,30/May/20 10:35,02/Jun/20 02:01,
Bug,SPARK-31764,13306008,JsonProtocol doesn't write RDDInfo#isBarrier,sarutak,sarutak,Major,Resolved,Fixed,19/May/20 21:11,01/Jun/20 21:34,
Bug,SPARK-31885,13308698,Incorrect filtering of old millis timestamp in parquet,apachespark,maxgekk,Major,Resolved,Fixed,01/Jun/20 10:45,01/Jun/20 18:23,
Bug,SPARK-25694,13190500,URL.setURLStreamHandlerFactory causing incompatible HttpURLConnection issue,ZhouJIANG,boyangwa,Minor,Resolved,Fixed,09/Oct/18 22:20,01/Jun/20 17:32,
Bug,SPARK-31655,13303256,Upgrade snappy to version 1.1.7.5,angerszhuuu,angerszhuuu,Minor,Resolved,Fixed,07/May/20 03:14,01/Jun/20 17:32,
Bug,SPARK-31663,13303684,Grouping sets with having clause returns the wrong result,XuanYuan,XuanYuan,Major,Resolved,Fixed,08/May/20 16:24,01/Jun/20 17:32,
Bug,SPARK-31854,13307957,Different results of query execution with wholestage codegen on and off,maropu,asm0dey,Major,Resolved,Fixed,28/May/20 08:39,01/Jun/20 11:12,
Bug,SPARK-31788,13306596,Error when creating UnionRDD of PairRDDs,hyukjin.kwon,sanket991,Blocker,Resolved,Fixed,21/May/20 20:08,01/Jun/20 00:44,
Bug,SPARK-31863,13308161,"Thriftserver not setting active SparkSession, SQLConf.get not getting session configs correctly",juliuszsompolski,juliuszsompolski,Major,Resolved,Fixed,28/May/20 21:31,30/May/20 06:24,
Bug,SPARK-26095,13199040,make-distribution.sh is hanging in jenkins,vanzin,vanzin,Critical,Resolved,Fixed,16/Nov/18 21:49,29/May/20 21:00,
Bug,SPARK-31865,13308188,Fix complex AQE query stage not reused,maryannxue,maryannxue,Minor,Resolved,Fixed,28/May/20 22:33,29/May/20 04:20,
Bug,SPARK-31833,13307627,Set HiveThriftServer2 with actual port while configured 0,Qin Yao,Qin Yao,Major,Resolved,Fixed,27/May/20 06:55,29/May/20 04:14,
Bug,SPARK-31334,13295946,Use agg column in Having clause behave different with column type ,,angerszhuuu,Major,Resolved,Duplicate,03/Apr/20 06:08,28/May/20 11:43,
Bug,SPARK-31810,13307162,Fix recoverPartitions test in DDLSuite,prakharjain09,prakharjain09,Major,Resolved,Fixed,25/May/20 07:32,26/May/20 05:15,
Bug,SPARK-31808,13307124,Make struct function's output name and class name pretty,hyukjin.kwon,hyukjin.kwon,Minor,Resolved,Fixed,25/May/20 03:55,26/May/20 03:36,
Bug,SPARK-31818,13307227,Failure on pushing down filters with java.time.Instant values in ORC,maxgekk,maxgekk,Major,Resolved,Fixed,25/May/20 12:23,26/May/20 01:36,
Bug,SPARK-31761,13305920,Sql Div operator can result in incorrect output for int_min,sandeep.katta2007,kshukla,Blocker,Resolved,Fixed,19/May/20 12:42,24/May/20 12:40,
Bug,SPARK-29854,13267611,lpad and rpad built in function not throw Exception for invalid len value,maropu,abhishek.akg,Minor,Resolved,Fixed,12/Nov/19 05:41,22/May/20 23:50,
Bug,SPARK-31387,13297125,HiveThriftServer2Listener update methods fail with unknown operation/session id,smesseim,smesseim,Major,Resolved,Fixed,08/Apr/20 16:33,22/May/20 04:05,
Bug,SPARK-31759,13305869,Support configurable max number of rotate logs for spark daemons,Qin Yao,Qin Yao,Minor,Resolved,Fixed,19/May/20 09:49,20/May/20 10:18,
Bug,SPARK-31706,13304731,add back the support of streaming update mode,cloud_fan,cloud_fan,Blocker,Resolved,Fixed,13/May/20 17:19,20/May/20 03:45,
Bug,SPARK-31399,13297412,Closure cleaner broken in Scala 2.12,rednaxelafx,cloud_fan,Blocker,Resolved,Fixed,09/Apr/20 15:01,19/May/20 19:30,
Bug,SPARK-31684,13304280,Overwrite partition failed with 'WRONG FS' when the target partition is not belong to the filesystem as same as the table ,Qin Yao,Qin Yao,Major,Resolved,Fixed,12/May/20 06:15,19/May/20 14:09,
Bug,SPARK-31651,13303072,Improve handling the case where different barrier sync types in a single sync,Ngone51,Ngone51,Major,Resolved,Fixed,06/May/20 09:34,19/May/20 07:19,
Bug,SPARK-31102,13290704,spark-sql fails to parse when contains comment,javier_ivanov,yumwang,Major,Resolved,Fixed,10/Mar/20 03:07,19/May/20 02:45,
Bug,SPARK-31727,13305289,Inconsistent error messages of casting timestamp to int,maxgekk,maxgekk,Major,Resolved,Fixed,15/May/20 20:47,18/May/20 05:04,
Bug,SPARK-30623,13281229,Spark external shuffle allow disable of separate event loop group,XuanYuan,tgraves,Major,Resolved,Fixed,23/Jan/20 16:12,17/May/20 18:30,
Bug,SPARK-30604,13280995,HostLocal Block size missed in log total bytes,Udbhav Agrawal,Udbhav Agrawal,Trivial,Resolved,Fixed,22/Jan/20 15:39,17/May/20 18:30,
Bug,SPARK-31219,13293219,YarnShuffleService doesn't close idle netty channel,mauzhang,mauzhang,Major,Resolved,Fixed,23/Mar/20 03:27,17/May/20 18:30,
Bug,SPARK-30512,13279433,Use a dedicated boss event group loop in the netty pipeline for external shuffle service,csingh,csingh,Major,Resolved,Fixed,14/Jan/20 19:54,17/May/20 18:30,
Bug,SPARK-29072,13256444,Properly track shuffle write time with refactor,mcheah,mcheah,Major,Resolved,Fixed,13/Sep/19 01:02,17/May/20 18:30,
Bug,SPARK-29435,13261659,Spark 3 doesnt work with older shuffle service,sandeep.katta2007,koert,Major,Resolved,Fixed,10/Oct/19 22:44,17/May/20 18:30,
Bug,SPARK-31601,13301714,Fix spark.kubernetes.executor.podNamePrefix to work,dongjoon,dongjoon,Major,Resolved,Fixed,29/Apr/20 06:24,17/May/20 18:26,
Bug,SPARK-30816,13285166,Fix dev-run-integration-tests.sh to ignore empty param correctly,dongjoon,dongjoon,Trivial,Resolved,Fixed,13/Feb/20 19:01,17/May/20 18:26,
Bug,SPARK-28896,13253462,Spark client process is unable to upload jars to hdfs while using ConfigMap not HADOOP_CONF_DIR,,Qin Yao,Major,Resolved,Duplicate,28/Aug/19 09:55,17/May/20 18:26,
Bug,SPARK-30738,13283426,"Use specific image version in ""Launcher client dependencies"" test",dongjoon,dongjoon,Major,Resolved,Fixed,05/Feb/20 09:57,17/May/20 18:25,
Bug,SPARK-30111,13272027,spark R dockerfile fails to build,ifilonenko,shaneknapp,Major,Resolved,Fixed,03/Dec/19 18:20,17/May/20 18:25,
Bug,SPARK-26125,13199500,Delegation Token seems not appropriately stored on secrets of Kubernetes/Kerberized HDFS,,kkori,Minor,Resolved,Fixed,20/Nov/18 03:36,17/May/20 18:25,
Bug,SPARK-27626,13231362,Fix `docker-image-tool.sh` to be robust in non-bash shell env,dongjoon,dongjoon,Major,Resolved,Fixed,02/May/19 21:47,17/May/20 18:25,
Bug,SPARK-30595,13280677,"Unable to create local temp dir on spark on k8s mode, with defaults.",,prashant,Major,Resolved,Not A Problem,21/Jan/20 08:45,17/May/20 18:25,
Bug,SPARK-28953,13254305,Integration tests fail due to malformed URL,,skonto,Major,Resolved,Duplicate,03/Sep/19 00:02,17/May/20 18:24,
Bug,SPARK-28509,13246895,K8S integration tests are failing,shaneknapp,vanzin,Major,Closed,Fixed,24/Jul/19 18:46,17/May/20 18:24,
Bug,SPARK-27178,13222015,k8s test failing due to missing nss library in dockerfile,shaneknapp,shaneknapp,Major,Resolved,Fixed,15/Mar/19 22:31,17/May/20 18:24,
Bug,SPARK-25930,13195960,Fix scala version string detection when maven-help-plugin is not pre-installed,skonto,skonto,Minor,Resolved,Fixed,02/Nov/18 19:11,17/May/20 18:24,
Bug,SPARK-31244,13293721,Use Minio instead of Ceph in K8S DepsTestsSuite,dongjoon,dongjoon,Major,Resolved,Fixed,25/Mar/20 06:11,17/May/20 18:24,
Bug,SPARK-26997,13218140,k8s integration tests failing after client upgraded to 4.1.2,,vanzin,Critical,Resolved,Fixed,26/Feb/19 17:39,17/May/20 18:24,
Bug,SPARK-25442,13185351,Support STS to run in K8S deployment with spark deployment mode as cluster,,suryag10,Major,Resolved,Duplicate,16/Sep/18 05:51,17/May/20 18:24,
Bug,SPARK-28886,13253314,Kubernetes DepsTestsSuite fails on OSX with minikube 1.3.1 due to formatting,holden,holden,Minor,Resolved,Fixed,27/Aug/19 18:15,17/May/20 18:23,
Bug,SPARK-29193,13258051,Update fabric8 version to 4.3 continue docker 4 desktop support,,holden,Blocker,Resolved,Duplicate,20/Sep/19 22:27,17/May/20 18:23,
Bug,SPARK-28465,13246175,K8s integration tests fail due to missing ceph-nano image,skonto,skonto,Major,Resolved,Fixed,21/Jul/19 16:27,17/May/20 18:23,
Bug,SPARK-26891,13215981,"Flaky test:YarnSchedulerBackendSuite.""RequestExecutors reflects node blacklist and is serializable""",attilapiros,attilapiros,Major,Resolved,Fixed,15/Feb/19 13:40,17/May/20 18:15,
Bug,SPARK-26650,13210232,Yarn Client throws 'ClassNotFoundException: org.apache.hadoop.hbase.HBaseConfiguration',vanzin,devaraj,Major,Resolved,Fixed,17/Jan/19 19:55,17/May/20 18:14,
Bug,SPARK-28634,13249049,Failed to start SparkSession with Keytab file ,vanzin,yumwang,Minor,Resolved,Fixed,06/Aug/19 08:28,17/May/20 18:14,
Bug,SPARK-26737,13211987,Executor/Task STDERR & STDOUT log urls are not correct in Yarn deployment mode,kabhwan,devaraj,Major,Resolved,Fixed,26/Jan/19 07:05,17/May/20 18:14,
Bug,SPARK-26715,13211538,If linux container executor is not set for a GPU cluster GpuResourceHandlerImpl is not initialized and NPE is thrown,,bsteinbach,Major,Resolved,Invalid,24/Jan/19 12:44,17/May/20 18:14,
Bug,SPARK-31559,13300914,AM starts with initial fetched tokens in any attempt,kabhwan,kabhwan,Major,Resolved,Fixed,25/Apr/20 01:16,17/May/20 18:13,
Bug,SPARK-28679,13249920,Spark Yarn ResourceRequestHelper shouldn't lookup setResourceInformation is no resources specified,abellina,tgraves,Minor,Resolved,Fixed,09/Aug/19 15:17,17/May/20 18:13,
Bug,SPARK-29112,13257017,Expose more details when ApplicationMaster reporter faces a fatal exception,cltlfcjin,cltlfcjin,Minor,Resolved,Fixed,17/Sep/19 03:12,17/May/20 18:13,
Bug,SPARK-30528,13279811,Potential performance regression with DPP subquery duplication,maryannxue,mayurb31,Major,Resolved,Fixed,16/Jan/20 12:13,17/May/20 17:58,
Bug,SPARK-28005,13238855,SparkRackResolver should not log for resolving empty list,gsomogyi,irashid,Major,Resolved,Fixed,11/Jun/19 19:45,17/May/20 17:46,
Bug,SPARK-31676,13304053,QuantileDiscretizer raise error parameter splits given invalid value (splits array includes -0.0 and 0.0),weichenxu123,weichenxu123,Major,Resolved,Fixed,11/May/20 09:22,16/May/20 02:01,
Bug,SPARK-31620,13302265,"TreeNodeException: Binding attribute, tree: sum#19L",Ngone51,yumwang,Major,Resolved,Fixed,01/May/20 06:31,15/May/20 15:37,
Bug,SPARK-31715,13305098,Fix flaky SparkSQLEnvSuite that sometimes varies single derby instance standard,Qin Yao,Qin Yao,Major,Resolved,Fixed,15/May/20 03:44,15/May/20 06:37,
Bug,SPARK-31713,13305057,Make test-dependencies.sh detect version string correctly,dongjoon,dongjoon,Major,Resolved,Fixed,14/May/20 21:44,15/May/20 02:29,
Bug,SPARK-28963,13254450,Fall back to archive.apache.org to download Maven if mirrors don't have requested version,srowen,srowen,Minor,Resolved,Fixed,03/Sep/19 18:54,14/May/20 21:53,
Bug,SPARK-31681,13304220,Python multiclass logistic regression evaluate should return LogisticRegressionSummary,huaxingao,huaxingao,Minor,Resolved,Fixed,11/May/20 22:09,14/May/20 15:55,
Bug,SPARK-31704,13304669,PandasUDFType.GROUPED_AGG with Java 11,,_tretzi,Minor,Resolved,Duplicate,13/May/20 13:28,13/May/20 20:25,
Bug,SPARK-29046,13256031,Possible NPE on SQLConf.get when SparkContext is stopping in another thread,kabhwan,kabhwan,Minor,Resolved,Fixed,11/Sep/19 06:29,13/May/20 08:34,
Bug,SPARK-31691,13304456,release-build.sh should ignore a fallback output from `build/mvn`,dongjoon,dongjoon,Major,Resolved,Fixed,12/May/20 20:53,12/May/20 22:57,
Bug,SPARK-31687,13304402,Use GitHub instead of GitBox in release script,dongjoon,dongjoon,Blocker,Resolved,Fixed,12/May/20 16:16,12/May/20 22:56,
Bug,SPARK-31668,13303771,Saving and loading HashingTF leads to hash function changed,weichenxu123,weichenxu123,Blocker,Resolved,Fixed,09/May/20 01:50,12/May/20 15:57,
Bug,SPARK-31669,13303823,RowEncoderSuite.encode/decode fails on 1000-02-29,maxgekk,maxgekk,Minor,Resolved,Fixed,09/May/20 09:14,10/May/20 19:23,
Bug,SPARK-30385,13276848,WebUI occasionally throw IOException on stop(),sarutak,Ngone51,Major,Resolved,Fixed,30/Dec/19 09:57,08/May/20 08:42,
Bug,SPARK-31231,13293465,Support setuptools 46.1.0+ in PySpark packaging,hyukjin.kwon,hyukjin.kwon,Blocker,Resolved,Fixed,24/Mar/20 07:35,07/May/20 17:24,
Bug,SPARK-31631,13302525,"Fix test flakiness caused by MiniKdc which throws ""address in use"" BindException",Qin Yao,Qin Yao,Major,Resolved,Fixed,03/May/20 16:04,07/May/20 12:05,
Bug,SPARK-31647,13303015,Deprecate 'spark.sql.optimizer.metadataOnly',hyukjin.kwon,hyukjin.kwon,Major,Resolved,Fixed,06/May/20 03:41,07/May/20 00:02,
Bug,SPARK-31650,13303041,SQL UI doesn't show metrics and whole stage codegen in AQE,Ngone51,Ngone51,Major,Resolved,Fixed,06/May/20 07:35,06/May/20 12:53,
Bug,SPARK-31595,13301519,Spark sql cli should allow unescaped quote mark in quoted string,adrian-wang,adrian-wang,Major,Resolved,Fixed,28/Apr/20 10:31,06/May/20 04:35,
Bug,SPARK-31621,13302289,Spark Master UI Fails to load if application is waiting for workers to launch driver,akbordia,akbordia,Major,Resolved,Fixed,01/May/20 11:03,05/May/20 14:00,
Bug,SPARK-31624,13302378,SHOW TBLPROPERTIES doesn't handle Session Catalog correctly,brkyvz,brkyvz,Major,Resolved,Fixed,02/May/20 00:27,04/May/20 12:22,
Bug,SPARK-31113,13290977,"Support DDL ""SHOW VIEWS""",EricWu,smilegator,Major,Resolved,Fixed,11/Mar/20 04:03,03/May/20 11:24,
Bug,SPARK-31591,13301452,namePrefix could be null in Utils.createDirectory,,cltlfcjin,Minor,Closed,Not A Problem,28/Apr/20 06:07,29/Apr/20 04:05,
Bug,SPARK-31165,13291989,Multiple wrong references in Dockerfile for k8s ,,tech4242,Minor,Resolved,Not A Problem,16/Mar/20 14:30,28/Apr/20 18:24,
Bug,SPARK-26924,13216506,Fix CRAN hack as soon as Arrow is available on CRAN,,hyukjin.kwon,Major,Resolved,Duplicate,19/Feb/19 04:11,28/Apr/20 08:30,
Bug,SPARK-30868,13286041,Throw Exception if runHive(sql) failed,Jackey Lee,Jackey Lee,Major,Resolved,Fixed,18/Feb/20 17:25,28/Apr/20 08:07,
Bug,SPARK-31589,13301439,Use `r-lib/actions/setup-r` in GitHub Action,dongjoon,dongjoon,Major,Resolved,Fixed,28/Apr/20 03:58,28/Apr/20 07:13,
Bug,SPARK-31580,13301329,Upgrade Apache ORC to 1.5.10,dongjoon,dongjoon,Major,Resolved,Fixed,27/Apr/20 16:12,28/Apr/20 01:57,
Bug,SPARK-31577,13301285,fix various problems when check name conflicts of CTE relations,cloud_fan,cloud_fan,Major,Resolved,Fixed,27/Apr/20 13:58,27/Apr/20 23:48,
Bug,SPARK-31550,13300712,nondeterministic configurations with general meanings in sql configuration doc,Qin Yao,Qin Yao,Major,Resolved,Fixed,24/Apr/20 05:28,27/Apr/20 08:09,
Bug,SPARK-31535,13300619,Fix nested CTE substitution,petertoth,petertoth,Blocker,Resolved,Fixed,23/Apr/20 18:40,26/Apr/20 22:32,
Bug,SPARK-31552,13300745,Fix potential ClassCastException in ScalaReflection arrayClassFor,Qin Yao,Qin Yao,Major,Resolved,Fixed,24/Apr/20 08:51,26/Apr/20 06:14,
Bug,SPARK-31564,13300957,Flaky test: AllExecutionsPageSuite.SPARK-27019:correctly display SQL page when event reordering happens,Qin Yao,Qin Yao,Major,Resolved,Fixed,25/Apr/20 11:56,25/Apr/20 17:27,
Bug,SPARK-31521,13300274,The fetch size is not correct when merging blocks into a merged block,Ngone51,Ngone51,Major,Resolved,Fixed,22/Apr/20 13:51,25/Apr/20 05:12,
Bug,SPARK-31532,13300589,SparkSessionBuilder shoud not propagate static sql configurations to the existing active/default SparkSession,Qin Yao,Qin Yao,Major,Resolved,Fixed,23/Apr/20 15:50,24/Apr/20 23:57,
Bug,SPARK-31496,13299616,"Exception in thread ""dispatcher-event-loop-1"" java.lang.OutOfMemoryError",,Shestakov,Major,Resolved,Invalid,20/Apr/20 09:25,24/Apr/20 04:51,
Bug,SPARK-30199,13273530,Recover spark.ui.port and spark.blockManager.port from checkpoint,aaruna,dongjoon,Major,Resolved,Fixed,10/Dec/19 06:12,24/Apr/20 04:24,
Bug,SPARK-25692,13190494,Remove static initialization of worker eventLoop handling chunk fetch requests within TransportContext,sanket991,zsxwing,Blocker,Resolved,Fixed,09/Oct/18 22:01,23/Apr/20 20:35,
Bug,SPARK-26306,13203057,Flaky test: org.apache.spark.util.collection.SorterSuite,srowen,gsomogyi,Minor,Resolved,Fixed,07/Dec/18 14:41,23/Apr/20 20:35,
Bug,SPARK-31522,13300312,Hive metastore client initialization related configurations should be static ,Qin Yao,Qin Yao,Major,Resolved,Fixed,22/Apr/20 15:53,23/Apr/20 15:08,
Bug,SPARK-31472,13299147,allGather() may return null messages ,Ngone51,Ngone51,Major,Resolved,Fixed,17/Apr/20 14:09,23/Apr/20 14:44,
Bug,SPARK-31515,13300145,Canonicalize Cast should consider the value of needTimeZone,XuanYuan,XuanYuan,Major,Resolved,Fixed,22/Apr/20 03:52,23/Apr/20 05:33,
Bug,SPARK-31503,13299883,fix the SQL string of the TRIM functions,cloud_fan,cloud_fan,Major,Resolved,Fixed,21/Apr/20 06:43,22/Apr/20 16:54,
Bug,SPARK-30162,13272899,Add PushedFilters to metadata in Parquet DSv2 implementation,hyukjin.kwon,nasirali,Minor,Resolved,Fixed,07/Dec/19 07:30,21/Apr/20 20:31,
Bug,SPARK-31504,13299885,Output fields in formatted Explain should have determined order.,Ngone51,Ngone51,Major,Resolved,Fixed,21/Apr/20 06:47,21/Apr/20 12:34,
Bug,SPARK-31501,13299813,AQE update UI should not cause deadlock,maryannxue,maryannxue,Major,Resolved,Fixed,20/Apr/20 22:01,21/Apr/20 03:57,
Bug,SPARK-31475,13299196,Broadcast stage in AQE did not timeout,maryannxue,maryannxue,Major,Resolved,Fixed,17/Apr/20 18:28,20/Apr/20 18:56,
Bug,SPARK-31441,13298166,Support duplicated column names for toPandas with Arrow execution.,ueshin,ueshin,Major,Resolved,Fixed,14/Apr/20 01:48,19/Apr/20 20:24,
Bug,SPARK-31473,13299180,AQE should set active session during execution,maryannxue,maryannxue,Major,Resolved,Fixed,17/Apr/20 17:25,18/Apr/20 07:09,
Bug,SPARK-31468,13299007,Null types should be implicitly casted to Decimal types,maropu,maropu,Major,Resolved,Fixed,17/Apr/20 08:21,17/Apr/20 23:20,
Bug,SPARK-31420,13297711,Infinite timeline redraw in job details page,sarutak,Gengliang.Wang,Major,Resolved,Fixed,10/Apr/20 22:57,17/Apr/20 21:35,
Bug,SPARK-31446,13298363,Make html elements for a paged table possible to have different id attribute.,sarutak,sarutak,Minor,Resolved,Fixed,14/Apr/20 18:17,17/Apr/20 20:45,
Bug,SPARK-28439,13245759,pyspark.sql.functions.array_repeat should support Column as count argument,zero323,zero323,Minor,Resolved,Fixed,18/Jul/19 11:42,17/Apr/20 17:36,
Bug,SPARK-30495,13278980,How to disable 'spark.security.credentials.${service}.enabled' in Structured streaming while connecting to a kafka cluster,gsomogyi,act_coder,Major,Resolved,Fixed,13/Jan/20 03:07,17/Apr/20 16:36,
Bug,SPARK-31423,13297820,DATES and TIMESTAMPS for a certain range are off by 10 days when stored in ORC,,bersprockets,Major,Resolved,Not A Problem,11/Apr/20 23:28,17/Apr/20 09:20,
Bug,SPARK-30564,13280307,Regression in the wide schema benchmark,petertoth,maxgekk,Minor,Resolved,Fixed,18/Jan/20 17:17,16/Apr/20 22:56,
Bug,SPARK-31422,13297746,Fix NPE when BlockManagerSource is used after BlockManagerMaster stops,dongjoon,dongjoon,Major,Resolved,Fixed,11/Apr/20 06:24,11/Apr/20 15:28,
Bug,SPARK-26154,13200176,Stream-stream joins - left outer join gives inconsistent output,kabhwan,hari28,Blocker,Resolved,Fixed,23/Nov/18 05:16,08/Apr/20 06:41,
Bug,SPARK-31278,13294287,numOutputRows shows value from last micro batch when there is no new data,brkyvz,brkyvz,Major,Resolved,Fixed,26/Mar/20 19:39,08/Apr/20 01:02,
Bug,SPARK-31312,13295185,Transforming Hive simple UDF (using JAR) expression may incur CNFE in later evaluation,kabhwan,kabhwan,Major,Resolved,Fixed,31/Mar/20 07:42,07/Apr/20 13:26,
Bug,SPARK-30436,13277696,CREATE EXTERNAL TABLE doesn't work without STORED AS,,kabhwan,Major,Resolved,Duplicate,06/Jan/20 12:17,07/Apr/20 01:10,
Bug,SPARK-31320,13295409,Fix release script for 3.0.0,cloud_fan,cloud_fan,Major,Resolved,Fixed,01/Apr/20 03:53,01/Apr/20 07:46,
Bug,SPARK-31146,13291508,Leverage the helper method for aliasing in all SQL expressions,hyukjin.kwon,hyukjin.kwon,Major,Resolved,Fixed,13/Mar/20 08:19,01/Apr/20 03:23,
Bug,SPARK-31271,13294207,fix web ui for driver side SQL metrics,cloud_fan,cloud_fan,Major,Resolved,Fixed,26/Mar/20 13:47,30/Mar/20 03:12,
Bug,SPARK-31293,13294752,Fix wrong examples and help messages for Kinesis integration,sekikn,sekikn,Minor,Resolved,Fixed,28/Mar/20 13:47,29/Mar/20 21:32,
Bug,SPARK-31261,13294068,Avoid npe when reading bad csv input with `columnNameCorruptRecord` specified,zhenhuawang,zhenhuawang,Major,Resolved,Fixed,26/Mar/20 02:42,29/Mar/20 04:31,
Bug,SPARK-31254,13293927,`HiveResult.toHiveString` does not use the current session time zone,maxgekk,maxgekk,Major,Resolved,Fixed,25/Mar/20 20:21,26/Mar/20 09:51,
Bug,SPARK-30301,13275396,Datetimes as fields of complex types to hive string results wrong,Qin Yao,Qin Yao,Major,Resolved,Fixed,19/Dec/19 03:18,25/Mar/20 09:41,
Bug,SPARK-30822,13285191,Pyspark queries fail if terminated with a semicolon,samsetegne,samsetegne,Minor,Resolved,Fixed,13/Feb/20 20:54,25/Mar/20 07:55,
Bug,SPARK-30494,13278975,Duplicates cached RDD when create or replace an existing view,cltlfcjin,cltlfcjin,Major,Resolved,Fixed,13/Jan/20 02:29,25/Mar/20 02:26,
Bug,SPARK-31211,13293084,Failure on loading 1000-02-29 from parquet saved by Spark 2.4.5,maxgekk,maxgekk,Major,Resolved,Fixed,21/Mar/20 10:13,25/Mar/20 02:00,
Bug,SPARK-31221,13293227,Rebase all dates/timestamps in conversion in Java types,maxgekk,maxgekk,Major,Resolved,Fixed,23/Mar/20 05:27,24/Mar/20 14:35,
Bug,SPARK-30541,13280064,Flaky test: org.apache.spark.sql.kafka010.KafkaDelegationTokenSuite,gsomogyi,kabhwan,Blocker,Resolved,Fixed,17/Jan/20 07:42,24/Mar/20 08:36,
Bug,SPARK-31210,13293049,An issue for Spark SQL LIKE-with-ESCAPE clause,,minglirui,Major,Resolved,Duplicate,21/Mar/20 00:31,24/Mar/20 01:54,
Bug,SPARK-31203,13292891,Upgrade derby to 10.14.2.0 from 10.12.1.1,,Udbhav Agrawal,Major,Resolved,Later,20/Mar/20 10:46,23/Mar/20 18:04,
Bug,SPARK-31166,13292004,"UNION map<null, null> and other maps should not fail",cloud_fan,cloud_fan,Major,Resolved,Fixed,16/Mar/20 15:35,23/Mar/20 17:51,
Bug,SPARK-31152,13291678,Issue with Spark Context Initialization  i.e. SparkSession.builder.getOrCreate(),,rohithbhattaram@gmail.com,Major,Resolved,Invalid,14/Mar/20 05:15,23/Mar/20 06:05,
Bug,SPARK-31188,13292637,Spark shell version miss match,,timmanna,Major,Resolved,Invalid,19/Mar/20 06:54,23/Mar/20 05:02,
Bug,SPARK-30254,13274353,Fix use custom escape lead to LikeSimplification optimize failed,ulysses,ulysses,Major,Resolved,Fixed,13/Dec/19 09:16,23/Mar/20 04:49,
Bug,SPARK-30340,13276149,Python tests failed on arm64/x86,,huangtianhua,Major,Resolved,Fixed,24/Dec/19 02:34,23/Mar/20 03:22,
Bug,SPARK-31139,13291456,"Fileformat datasources (ORC, Json) case sensitivity regressions",,kimtkyeom,Blocker,Resolved,Invalid,13/Mar/20 00:47,20/Mar/20 16:17,
Bug,SPARK-31178,13292312,"sql(""INSERT INTO v2DataSource ..."").collect() double inserts",brkyvz,brkyvz,Blocker,Resolved,Fixed,18/Mar/20 01:21,19/Mar/20 01:12,
Bug,SPARK-31066,13289962,Disable useless and uncleaned hive SessionState initialization parts,Qin Yao,Qin Yao,Major,Resolved,Fixed,06/Mar/20 06:33,18/Mar/20 02:16,
